-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 0 0
-2.5375 0 0
-2.5125 0 0
-2.4875 1.63934e-05 1.09971e-05
-2.4625 0 0
-2.4375 1.63934e-05 1.09971e-05
-2.4125 8.19672e-06 7.98918e-06
-2.3875 4.09836e-05 3.25297e-05
-2.3625 8.19672e-05 3.57287e-05
-2.3375 0.000139344 5.34675e-05
-2.3125 0.000213115 7.15513e-05
-2.2875 0.000303279 9.36545e-05
-2.2625 0.000368852 0.000116425
-2.2375 0.000483607 0.000108417
-2.2125 0.000672131 9.26628e-05
-2.1875 0.000885246 0.00018489
-2.1625 0.0012377 0.00019892
-2.1375 0.00143443 0.000203396
-2.1125 0.00207377 0.000304776
-2.0875 0.00256557 0.000265926
-2.0625 0.00358197 0.000324837
-2.0375 0.00381148 0.000264812
-2.0125 0.00486885 0.000439897
-1.9875 0.00631148 0.000377316
-1.9625 0.00767213 0.000453064
-1.9375 0.00953279 0.000443726
-1.9125 0.0113607 0.000612191
